league,player,team,season,pos,age,minutes,nineties,goals_per90,assists_per90,ga_per90,shots_per90,sot_per90,g_per_sh,crosses_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,season_end_year,us_position,us_minutes,npxg,xg,xa,np_goals,goals_us,key_passes,shots_us,xg_chain,xg_buildup,npxg_per90,xa_per90,npxg_xa_per90,key_passes_per90,key_passes_per100,goals_minus_npxg,goals_minus_npxg_per90,npxg_per_shot,in_bundesliga,crosses_per90_z,fouls_drawn_per90_z,sot_per90_z,npxg_xa_per90_z,winger_score,likely_winger,side_review,sofifa_player_id,fc_overall,fc_potential,fc_age,fc_value_eur,fc_pos,fifa_edition,sofifa_update,sofifa_version_id
GER-Bundesliga,Xaver Schlager,Wolfsburg,1920,MF,21,1719,19.1,0.05,0.1,0.16,1.68,0.37,0.03,0.5759162303664921,1.256544502617801,1.7277486910994764,0.0,2020,F M S,1736.0,1.203978709876537,1.203978709876537,2.29444401524961,1.0,1.0,15.0,32.0,6.203220060095191,3.0414217840880156,0.0624182510880693,0.1189515906523415,0.1813698417404108,0.7776497695852534,0.8640552995391706,-0.2039787098765373,-0.0105749331157191,0.0376243346836417,True,-0.7675659253849096,-0.1825578090577119,-1.1893343209765448,-1.2418760734186725,-0.8453335322094597,False,,233195.0,76.0,84.0,21.0,11000000.0,CM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Aurélio Buta,Eintracht Frankfurt,2324,"MF,DF",26,1744,19.4,0.05,0.05,0.1,0.67,0.21,0.08,2.3195876288659796,1.2371134020618555,1.1855670103092784,0.0515463917525773,2024,D F S,1765.0,0.4785298304632306,0.4785298304632306,0.528659038245678,1.0,1.0,9.0,13.0,6.759270810522139,5.984904651530087,0.0244009545278701,0.0269571180975133,0.0513580726253834,0.4589235127478753,0.509915014164306,0.5214701695367694,0.0265905468885604,0.03680998695871,True,0.1989210683117737,-0.2122491327723781,-1.5613474391206534,-1.86007203648918,-0.8586868850176095,False,,,,,,,,,,
GER-Bundesliga,Adam Zreľák,Nürnberg,1819,FW,24,941,10.5,0.19,0.1,0.29,1.63,0.67,0.12,0.0952380952380952,0.6666666666666666,1.8095238095238095,0.9523809523809524,2019,,,,,,,,,,,,,,,,,,,,True,-1.0339975283553755,-1.0839094195290513,-0.4918097244563412,,-0.8699055574469227,False,,,,,,,,,,
ENG-Premier League,Oliver Burke,Sheffield United,2021,FW,23,1269,14.1,0.07,0.07,0.14,1.77,0.43,0.04,0.7092198581560284,0.425531914893617,1.6312056737588654,0.2127659574468085,2021,F S,1272.0,2.6037588827311993,2.6037588827311993,2.620451921597123,1.0,1.0,15.0,25.0,6.119536662474275,1.0531198028475046,0.1842282228347546,0.1854093340752681,0.3696375569100228,1.0613207547169812,1.179245283018868,-1.6037588827311993,-0.1134735058536225,0.1041503553092479,False,-0.6936780227777785,-1.452370791705866,-1.0498294016725045,-0.3466775672635115,-0.8856389458549151,False,,,,,,,,,,
GER-Bundesliga,Janik Haberer,Union Berlin,2324,MF,29,1221,13.6,0.07,0.07,0.15,1.11,0.29,0.07,1.1029411764705883,1.1764705882352942,1.6176470588235294,0.0735294117647058,2024,D M S,1230.0,1.0519700599834323,1.0519700599834323,0.8010420650243759,1.0,1.0,10.0,15.0,3.1380159724503756,2.246667222119868,0.0769734190231779,0.0586128340261738,0.1355862530493518,0.7317073170731707,0.8130081300813009,-0.0519700599834322,-0.0038026873158609,0.0701313373322288,True,-0.4754450841520745,-0.3049132312936403,-1.3753408800485991,-1.4595735164759398,-0.9038181779925636,False,,211879.0,75.0,75.0,29.0,5500000.0,CM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Florian Grillitsch,Hoffenheim,1920,"MF,DF",23,2408,26.8,0.0,0.11,0.11,0.64,0.04,0.0,0.4477611940298507,1.791044776119403,0.9328358208955224,0.0,2020,D M S,2423.0,1.107721191830933,1.107721191830933,2.567130151204765,0.0,0.0,18.0,17.0,10.51331859920174,8.10139468125999,0.0411452361802657,0.095353575570957,0.1364988117512228,0.6685926537350393,0.7428807263722659,-1.107721191830933,-0.0411452361802657,0.0651600701077019,True,-0.8386000525161326,0.6341751701382558,-1.9566113771487688,-1.4552343700324943,-0.904067657389785,False,,228336.0,79.0,83.0,23.0,16000000.0,CM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Marcel Sabitzer,Dortmund,2425,MF,30,1616,18.0,0.06,0.0,0.06,1.17,0.45,0.05,1.2777777777777777,0.5,0.6666666666666666,0.0,2025,,,,,,,,,,,,,,,,,,,,True,-0.378536170390603,-1.3385812502983203,-1.0033277619044907,,-0.9068150608644712,False,,204923.0,84.0,84.0,30.0,40500000.0,CM,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Danny da Costa,Mainz 05,2526,"DF,MF",32,2695,29.9,0.07,0.1,0.17,0.47,0.17,0.14,1.605351170568562,0.802675585284281,0.7357859531772576,0.0334448160535117,2026,,,,,,,,,,,,,,,,,,,,True,-0.1969678864319206,-0.8760835776972732,-1.6543507186566804,,-0.9091340609286248,False,,202429.0,75.0,75.0,31.0,3800000.0,CB,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Danny da Costa,Mainz 05,2021,MF,27,1208,13.4,0.0,0.07,0.07,0.22,0.0,0.0,3.656716417910448,0.2985074626865671,0.3731343283582089,0.0746268656716417,2021,,,,,,,,,,,,,,,,,,,,True,0.9400685027543964,-1.6464680904820632,-2.049614656684796,,-0.9186714148041544,False,,,,,,,,,,
GER-Bundesliga,Levin Öztunalı,Mainz 05,1819,"MF,FW",22,921,10.2,0.0,0.1,0.1,1.56,0.68,0.0,1.0784313725490198,0.196078431372549,1.7647058823529411,0.0,2019,,,,,,,,,,,,,,,,,,,,True,-0.4890304458943368,-1.802982824054046,-0.4685589045723344,,-0.9201907248402392,False,,213134.0,74.0,80.0,22.0,7500000.0,RM,FIFA 19,"Aug 21, 2018",190002.0
ITA-Serie A,Weston McKennie,Juventus,2425,"MF,DF",25,2310,25.7,0.08,0.16,0.23,0.86,0.31,0.09,0.7392996108949417,0.7392996108949417,1.206225680933852,0.0389105058365758,2025,D F M S,2334.0,2.9408072270452976,2.9408072270452976,4.656233137473464,2.0,2.0,32.0,22.0,10.659127198159696,5.942629124969244,0.1133987362613868,0.1795462649411361,0.2929450012025229,1.2339331619537277,1.371036846615253,-0.9408072270452976,-0.0362779136392788,0.1336730557747862,False,-0.6770053344370799,-0.9729240302443892,-1.3288392402805858,-0.711344771307091,-0.9225283440672865,False,,,,,,,,,,
GER-Bundesliga,Anthony Ujah,Union Berlin,1920,"FW,MF",28,949,10.5,0.28,0.19,0.47,1.8,0.57,0.16,0.6666666666666666,0.2857142857142857,1.9047619047619049,0.8571428571428571,2020,F M S,948.0,2.2106569726020098,2.2106569726020098,1.1451426316052675,3.0,3.0,10.0,19.0,3.208867145702243,0.2517924979329109,0.2098724973989249,0.1087160726207532,0.3185885700196782,0.949367088607595,1.0548523206751057,0.7893430273979902,0.0749376291833535,0.1163503669790531,True,-0.7172645231643445,-1.6660164612873802,-0.7243179232964093,-0.5894115738020212,-0.9242526203875387,False,,198554.0,73.0,73.0,28.0,4099999.9999999995,ST,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Jordan Pefok,Union Berlin,2223,FW,26,1358,15.1,0.27,0.27,0.53,2.25,0.46,0.12,0.1324503311258278,0.8609271523178809,2.5165562913907285,0.5960264900662252,2023,,,,,,,,,,,,,,,,,,,,True,-1.0133714275758272,-0.7870733783675191,-0.9800769420204838,,-0.92684058265461,False,,,,,,,,,,
ENG-Premier League,Randal Kolo Muani,Tottenham,2526,"FW,MF",26,1664,18.5,0.05,0.05,0.11,1.08,0.22,0.05,0.972972972972973,0.918918918918919,2.216216216216216,0.1621621621621621,2026,,,,,,,,,,,,,,,,,,,,False,-0.547484218579963,-0.698460162148536,-1.5380966192366468,,-0.9280136666550486,False,,,,,,,,,,
GER-Bundesliga,Arne Maier,Arminia,2021,MF,21,1034,11.5,0.0,0.0,0.0,0.96,0.17,0.0,2.4347826086956523,0.4347826086956521,0.1739130434782608,0.1739130434782608,2021,,,,,,,,,,,,,,,,,,,,True,0.2627716595644255,-1.4382354449471646,-1.6543507186566804,,-0.9432715013464732,False,,,,,,,,,,
GER-Bundesliga,Sardar Azmoun,Leverkusen,2223,"FW,MF",27,927,10.3,0.39,0.1,0.49,2.72,0.97,0.14,0.0,0.0970873786407767,1.6504854368932038,0.7766990291262136,2023,,,,,,,,,,,,,,,,,,,,True,-1.0867863625538807,-1.954244219827912,0.2057148720638621,,-0.9451052367726436,False,,213955.0,80.0,81.0,27.0,24500000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Xaver Schlager,RB Leipzig,2223,MF,24,1506,16.7,0.06,0.06,0.12,0.3,0.06,0.2,0.1197604790419161,1.437125748502994,1.6167664670658684,0.059880239520958,2023,,,,,,,,,,,,,,,,,,,,True,-1.0204051938012697,0.0933759298953536,-1.9101097373807552,,-0.9457130004288904,False,,233195.0,80.0,84.0,24.0,27500000.0,CDM,FIFA 23,"Sep 1, 2022",230001.0
ITA-Serie A,Weston McKennie,Juventus,2324,MF,24,2594,28.8,0.0,0.24,0.24,0.8,0.24,0.0,2.048611111111111,0.4166666666666666,0.798611111111111,0.2083333333333333,2024,D M S,2603.0,3.1354414774104953,3.1354414774104953,4.233117712661624,0.0,0.0,41.0,23.0,12.871985682286322,8.706567496992648,0.1084094248816537,0.1463621183786193,0.254771543260273,1.4175950825970036,1.5751056473300038,-3.1354414774104953,-0.1084094248816537,0.1363235424961084,False,0.0487234564035483,-1.4659171656829548,-1.4915949794686332,-0.8928566279410993,-0.9504113291722848,False,,,,,,,,,,
GER-Bundesliga,Dion Drena Beljo,Augsburg,2223,FW,20,1128,12.5,0.24,0.16,0.4,0.96,0.4,0.25,0.4,0.8,2.08,0.56,2023,,,,,,,,,,,,,,,,,,,,True,-0.865073258920159,-0.8801719549136361,-1.1195818613245243,,-0.9549423583861064,False,,,,,,,,,,
GER-Bundesliga,Adrian Beck,Heidenheim,2324,MF,26,974,10.8,0.09,0.09,0.18,1.11,0.28,0.08,0.5555555555555555,0.9259259259259258,1.2962962962962965,0.1851851851851851,2024,,,,,,,,,,,,,,,,,,,,True,-0.778851496395934,-0.6877532383324109,-1.3985916999326058,,-0.955065478220317,False,,253133.0,68.0,71.0,26.0,1600000.0,CM,FC 24,"Aug 11, 2023",240001.0
ITA-Serie A,Weston McKennie,Juventus,2526,MF,26,2835,31.5,0.16,0.16,0.32,1.37,0.51,0.12,1.1428571428571428,0.3492063492063492,1.3968253968253967,0.2222222222222222,2026,,,,,,,,,,,,,,,,,,,,False,-0.4533203521718187,-1.5689986209943256,-0.8638228426004498,,-0.962047271922198,False,,,,,,,,,,
ENG-Premier League,Jadon Sancho,Aston Villa,2526,MF,25,876,9.7,0.0,0.21,0.21,1.03,0.31,0.0,2.3711340206185567,0.2061855670103093,0.3092783505154639,0.3092783505154639,2026,,,,,,,,,,,,,,,,,,,,False,0.2274923445532326,-1.7875388076338357,-1.3288392402805858,,-0.9629619011203964,False,,,,,,,,,,
GER-Bundesliga,Xaver Schlager,Wolfsburg,2021,MF,22,2626,29.2,0.07,0.14,0.21,1.68,0.17,0.04,0.3424657534246575,1.1643835616438356,1.5753424657534247,0.0342465753424657,2021,M S,2651.0,2.6503377333283424,2.6503377333283424,3.817872976884246,2.0,2.0,24.0,49.0,13.22123559564352,7.699162695556879,0.0899775164087328,0.1296146993283976,0.2195922157371305,0.8147868728781592,0.9053187476423992,-0.6503377333283424,-0.0220786103355529,0.0540885251699661,True,-0.8969634998537765,-0.3233825824372618,-1.6543507186566804,-1.0601316247077437,-0.9837071064138656,False,,233195.0,76.0,83.0,22.0,15000000.0,CM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Xaver Schlager,RB Leipzig,2526,MF,27,1837,20.4,0.15,0.05,0.2,1.03,0.34,0.14,0.5392156862745099,0.7843137254901962,1.2254901960784317,0.0980392156862745,2026,,,,,,,,,,,,,,,,,,,,True,-0.7879084042241088,-0.9041410683978024,-1.2590867806285653,,-0.9837120844168256,False,,233195.0,80.0,82.0,27.0,23000000.0,CDM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Danny da Costa,Mainz 05,2223,MF,29,1236,13.7,0.0,0.15,0.15,0.51,0.07,0.0,3.7956204379562046,0.218978102189781,0.5839416058394161,0.291970802919708,2023,D M S,1247.0,0.6438299268484116,0.6438299268484116,1.4726438075304031,0.0,0.0,11.0,7.0,3.3775308337062597,1.6387583166360855,0.0464672761959559,0.10628543919626,0.1527527153922159,0.7939053728949479,0.8821170809943866,-0.6438299268484116,-0.0464672761959559,0.0919757038354873,True,1.01706060623326,-1.7679914175078175,-1.8868589174967485,-1.377948308290584,-1.0039345092654726,False,,202429.0,74.0,74.0,28.0,3800000.0,RWB,FIFA 23,"Sep 1, 2022",230001.0
ITA-Serie A,Weston McKennie,Juventus,2223,MF,23,1052,11.7,0.09,0.09,0.17,0.68,0.34,0.13,1.2820512820512822,0.5982905982905983,1.1111111111111112,0.2564102564102564,2023,D M S,1068.0,0.6379169821739197,0.6379169821739197,1.5675778184086084,1.0,1.0,8.0,8.0,3.6511223763227463,1.7335574850440023,0.0537570490595999,0.1320992543602759,0.1858563034198759,0.6741573033707865,0.7490636704119851,0.3620830178260803,0.0305126138617483,0.0797396227717399,False,-0.3761674406509264,-1.1883901706138795,-1.2590867806285653,-1.2205432931819695,-1.011046921268835,False,,,,,,,,,,
GER-Bundesliga,Fredrik Jensen,Augsburg,2425,"MF,FW",26,763,8.5,0.0,0.0,0.0,1.3,0.0,0.0,2.4705882352941178,0.5882352941176471,0.5882352941176471,0.3529411764705882,2025,M S,753.0,0.8585721682757139,0.8585721682757139,0.7730063246563077,0.0,0.0,11.0,11.0,1.7357341358438134,0.3646342735737562,0.1026181874433124,0.0923911941820288,0.1950093816253412,1.3147410358565736,1.4608233731739706,-0.8585721682757139,-0.1026181874433124,0.0780520152977921,True,0.2826181010661653,-1.2037549869498836,-2.049614656684796,-1.1770211102688133,-1.0369431632093318,False,,234889.0,74.0,75.0,26.0,5000000.0,CAM,FC 25,"Aug 7, 2024",250001.0
FRA-Ligue 1,Aurélio Buta,Reims,2425,DF,27,1970,21.9,0.0,0.05,0.05,0.37,0.05,0.0,1.4155251141552512,1.2328767123287672,1.4611872146118725,0.136986301369863,2025,D S,2013.0,0.290973786264658,0.290973786264658,1.5548659227788448,0.0,0.0,10.0,8.0,6.656364345923066,5.113347943872213,0.0130092601906702,0.0695171053403358,0.082526365531006,0.4470938897168405,0.4967709885742672,-0.290973786264658,-0.0130092601906702,0.0363717232830822,False,-0.3021851967267833,-0.2187229259567402,-1.933360557264762,-1.7118692008442955,-1.0415344701981453,False,,,,,,,,,,
GER-Bundesliga,Weston McKennie,Schalke 04,1920,"MF,DF",20,2074,23.0,0.13,0.0,0.13,1.39,0.35,0.09,0.391304347826087,0.6521739130434783,1.608695652173913,0.0,2020,D M S,2075.0,2.4019281854853034,2.4019281854853034,2.8748298306018114,3.0,3.0,19.0,32.0,5.271044530905783,2.9065083600580692,0.1041800176836999,0.1246914143393556,0.2288714320230555,0.8240963855421686,0.9156626506024096,0.5980718145146966,0.0259404642440109,0.0750602557964157,True,-0.8698931089991531,-1.1060547961176834,-1.2358359607445586,-1.0160096649231511,-1.0569483826961366,False,,238744.0,76.0,86.0,20.0,12500000.0,CM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Denis Huseinbasic,Köln,2324,MF,22,1627,18.1,0.0,0.17,0.17,0.66,0.17,0.0,0.8287292817679557,0.7734806629834253,1.5469613259668509,0.0,2024,,,,,,,,,,,,,,,,,,,,True,-0.6274360097215844,-0.920694323566426,-1.6543507186566804,,-1.0674936839815636,False,,269922.0,69.0,80.0,21.0,3100000.0,CM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Federico Palacios Martínez,Nürnberg,1819,"MF,FW",23,942,10.5,0.19,0.0,0.19,0.67,0.19,0.29,0.1904761904761904,0.9523809523809524,0.8571428571428571,0.2857142857142857,2019,,,,,,,,,,,,,,,,,,,,True,-0.9812086941568704,-0.6473291382103046,-1.6078490788886668,,-1.0787956370852807,False,,,,,,,,,,
ENG-Premier League,Nicolás González,Manchester City,2526,MF,23,1569,17.4,0.06,0.0,0.06,0.8,0.11,0.07,0.1724137931034483,1.0344827586206895,1.7241379310344829,0.0,2026,,,,,,,,,,,,,,,,,,,,False,-0.9912203696083112,-0.5218750343830784,-1.7938556379607211,,-1.102317013984037,False,,,,,,,,,,
GER-Bundesliga,Xaver Schlager,RB Leipzig,2324,MF,25,2477,27.5,0.0,0.18,0.18,0.76,0.11,0.0,0.509090909090909,0.9090909090909092,1.2363636363636363,0.0727272727272727,2024,,,,,,,,,,,,,,,,,,,,True,-0.8046060488382349,-0.713477665682842,-1.7938556379607211,,-1.1039797841605994,False,,233195.0,81.0,84.0,25.0,31000000.0,CDM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Arne Maier,Hertha BSC,1819,MF,19,2064,22.9,0.0,0.0,0.0,0.87,0.26,0.0,0.4366812227074236,0.6986899563318778,0.8296943231441049,0.0,2019,,,,,,,,,,,,,,,,,,,,True,-0.8447414895913026,-1.0349768406912876,-1.4450933397006196,,-1.10827055666107,False,,237629.0,72.0,84.0,19.0,5500000.0,CM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Eren Dinkçi,Freiburg,2425,MF,22,1196,13.3,0.0,0.23,0.23,1.05,0.23,0.0,1.2030075187969924,0.4511278195488721,0.6766917293233082,0.075187969924812,2025,,,,,,,,,,,,,,,,,,,,True,-0.4199800358359207,-1.4132594563133691,-1.51484579935264,,-1.1160284305006432,False,,258316.0,76.0,82.0,22.0,12000000.0,RM,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Florian Grillitsch,Hoffenheim,2324,"DF,MF",27,2295,25.5,0.04,0.24,0.27,0.82,0.24,0.05,0.6666666666666666,0.9411764705882352,1.0588235294117647,0.0,2024,D M S,2299.0,0.9007108602672815,0.9007108602672815,1.5126190595328808,1.0,1.0,19.0,21.0,13.64495960623026,12.21770933177322,0.0352605382444781,0.0592151871935447,0.0944757254380228,0.743801652892562,0.8264462809917356,0.0992891397327184,0.0038869171709198,0.042890993346061,True,-0.7172645231643445,-0.6644499335561377,-1.4915949794686332,-1.6550509134994118,-1.1320900874221318,False,,228336.0,76.0,77.0,27.0,7500000.0,CDM,FC 24,"Aug 11, 2023",240001.0
ESP-La Liga,Nicolás González,Valencia,2223,MF,20,1405,15.6,0.06,0.06,0.13,0.9,0.19,0.07,0.1923076923076923,0.8333333333333334,2.1153846153846154,0.0,2023,,,,,,,,,,,,,,,,,,,,False,-0.9801935242684376,-0.8292375887597823,-1.6078490788886668,,-1.139093397305629,False,,,,,,,,,,
GER-Bundesliga,Tobias Strobl,Augsburg,2021,MF,30,1846,20.5,0.0,0.0,0.0,0.29,0.05,0.0,0.3414634146341463,1.3170731707317074,0.8292682926829268,0.0,2021,F M S,1860.0,0.7158754952251911,0.7158754952251911,0.7704354003071785,0.0,0.0,14.0,6.0,3.415845001116395,2.788331415504217,0.034639136865735,0.0372791322729279,0.071918269138663,0.6774193548387096,0.7526881720430108,-0.7158754952251911,-0.034639136865735,0.1193125825375318,True,-0.8975190789641183,-0.0900681287221479,-1.933360557264762,-1.7623098833321034,-1.1708144120707829,False,,207894.0,76.0,76.0,30.0,6500000.0,CDM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Tobias Strobl,Gladbach,1819,"MF,DF",28,2293,25.5,0.0,0.16,0.16,0.35,0.08,0.0,0.0,0.9411764705882352,1.0196078431372548,0.0392156862745098,2019,,,,,,,,,,,,,,,,,,,,True,-1.0867863625538807,-0.6644499335561377,-1.8636080976127416,,-1.20494813124092,False,,207894.0,75.0,75.0,28.0,5500000.0,CDM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Kevin Akpoguma,Hoffenheim,2021,"DF,MF",25,1184,13.2,0.08,0.0,0.08,0.15,0.15,0.5,0.6060606060606061,1.0606060606060606,1.1363636363636365,0.0,2021,D M S,1184.0,0.0835450980812311,0.0835450980812311,0.3715801052749157,1.0,1.0,2.0,2.0,2.555944200605154,2.1743557937443256,0.0063505564419854,0.0282451093536675,0.034595665795653,0.152027027027027,0.1689189189189189,0.9164549019187688,0.069662957071528,0.0417725490406155,True,-0.7508574176543024,-0.4819578195289611,-1.7008523584246942,-1.9397759917850783,-1.218360896848259,False,,211856.0,73.0,77.0,25.0,3800000.0,CB,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Denis Huseinbasic,Köln,2526,MF,24,726,8.1,0.0,0.0,0.0,0.74,0.0,0.0,0.1234567901234568,0.9876543209876544,0.9876543209876544,0.0,2026,,,,,,,,,,,,,,,,,,,,True,-1.0183563922965593,-0.5934303380474961,-2.049614656684796,,-1.2204671290096172,False,,269922.0,72.0,77.0,23.0,3500000.0,CM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Janik Haberer,Union Berlin,2425,MF,30,1696,18.8,0.0,0.0,0.0,0.8,0.16,0.0,0.7978723404255319,0.7978723404255319,1.1170212765957446,0.1595744680851063,2025,D M S,1723.0,0.579868745058775,0.579868745058775,0.9658870846033096,0.0,0.0,7.0,15.0,3.881269328296185,3.2138795107603073,0.0302891393240219,0.050452604535286,0.0807417438593079,0.3656413232733604,0.4062681369704005,-0.579868745058775,-0.0302891393240219,0.0386579163372516,True,-0.6445394803057657,-0.8834230846681375,-1.6776015385406873,-1.720354939639803,-1.2314797607885983,False,,211879.0,74.0,74.0,30.0,4000000.0,CM,FC 25,"Aug 7, 2024",250001.0
ENG-Premier League,Nicolás González,Manchester City,2425,MF,22,760,8.4,0.12,0.0,0.12,1.07,0.24,0.11,0.119047619047619,0.5952380952380952,1.5476190476190474,0.0,2025,,,,,,,,,,,,,,,,,,,,False,-1.0208003198057494,-1.193054489858738,-1.4915949794686332,,-1.2351499297110402,False,,,,,,,,,,
GER-Bundesliga,Mahmoud Dahoud,Frankfurt,2526,"MF,FW",29,716,8.0,0.25,0.38,0.63,2.14,0.25,0.12,1.0,0.25,2.0,0.0,2026,,,,,,,,,,,,,,,,,,,,True,-0.5325036034695765,-1.7205889964522236,-1.4683441595846265,,-1.2404789198354755,False,,218339.0,73.0,73.0,29.0,3000000.0,CM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Kevin Akpoguma,Hoffenheim,2324,DF,28,1097,12.2,0.0,0.0,0.0,0.16,0.0,0.0,0.3278688524590164,1.1475409836065575,1.2295081967213115,0.0,2024,D M S,1080.0,0.6730638053268194,0.6730638053268194,0.2466843258589506,0.0,0.0,5.0,2.0,3.8935156539082527,3.0096214525401592,0.0560886504439016,0.0205570271549125,0.0766456775988141,0.4166666666666667,0.4629629629629629,-0.6730638053268194,-0.0560886504439016,0.3365319026634097,True,-0.9050543103950924,-0.3491185635390291,-2.049614656684796,-1.7398314196842075,-1.2609047375757814,False,,211856.0,74.0,76.0,28.0,4200000.0,CB,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Kevin Akpoguma,Hoffenheim,2425,DF,29,2220,24.7,0.0,0.0,0.0,0.2,0.04,0.0,0.4858299595141701,0.931174089068826,0.97165991902834,0.0404858299595141,2025,D S,2207.0,0.1071487292647361,0.1071487292647361,0.5916964765638113,0.0,0.0,8.0,5.0,5.370522538200021,4.812750459648669,0.0043694542971573,0.02412899088842,0.0284984451855773,0.3262347077480743,0.3624830086089715,-0.1071487292647361,-0.0043694542971573,0.0214297458529472,True,-0.8174991921485508,-0.6797338824377418,-1.9566113771487688,-1.968767806855022,-1.355653064647521,False,,211856.0,74.0,74.0,29.0,3500000.0,CB,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Kevin Akpoguma,Hoffenheim,2223,DF,27,1950,21.7,0.0,0.0,0.0,0.37,0.05,0.0,0.3686635944700461,0.8755760368663594,1.5207373271889402,0.0,2023,D S,1966.0,0.4143489804118871,0.4143489804118871,0.6481539979577065,0.0,0.0,5.0,8.0,3.9068340938538313,3.155833002179861,0.0189681628876245,0.0296713427345847,0.0486395056222092,0.2288911495422177,0.254323499491353,-0.4143489804118871,-0.0189681628876245,0.0517936225514858,True,-0.8824424882370866,-0.764689428887387,-1.933360557264762,-1.872998613507081,-1.3633727719740791,False,,211856.0,75.0,77.0,27.0,6000000.0,CB,FIFA 23,"Sep 1, 2022",230001.0
ENG-Premier League,Weston McKennie,Leeds United,2223,MF,23,1437,16.0,0.0,0.06,0.06,0.81,0.13,0.0,0.5625,0.3125,1.25,0.0625,2023,,,,,,,,,,,,,,,,,,,,False,-0.7750023105689596,-1.6250870599137477,-1.7473539981927078,,-1.3824811228918048,False,,,,,,,,,,
GER-Bundesliga,Kevin Akpoguma,Hoffenheim,1920,DF,24,1142,12.7,0.0,0.0,0.0,0.16,0.0,0.0,0.2362204724409449,1.0236220472440944,0.6299212598425197,0.0787401574803149,2020,D F S,1131.0,0.0852595986798405,0.0852595986798405,0.0870886966586113,0.0,0.0,2.0,2.0,2.902340345084667,2.815251335501671,0.0067845834493241,0.0069301350126215,0.0137147184619457,0.1591511936339522,0.1768346595932802,-0.0852595986798405,-0.0067845834493241,0.0426297993399202,True,-0.955853427337116,-0.5384705378814832,-2.049614656684796,-2.039063290424673,-1.3957504780820171,False,,211856.0,75.0,81.0,24.0,8000000.0,CB,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Danny da Costa,Mainz 05,2425,DF,31,2006,22.3,0.0,0.04,0.04,0.22,0.04,0.0,0.9865470852017936,0.179372197309417,0.852017937219731,0.0,2025,D,2022.0,0.0709243584424257,0.0709243584424257,0.7302904175594449,0.0,0.0,10.0,5.0,5.446860525757074,4.76142206043005,0.0031568705538171,0.0325055081999752,0.0356623787537924,0.4451038575667656,0.4945598417408506,-0.0709243584424257,-0.0031568705538171,0.0141848716884851,True,-0.5399603222016524,-1.828510467338752,-1.9566113771487688,-1.934703853708922,-1.564946505099524,False,,202429.0,73.0,73.0,30.0,2600000.0,RB,FC 25,"Aug 7, 2024",250001.0
