league,player,team,season,pos,age,minutes,nineties,goals_per90,assists_per90,ga_per90,shots_per90,sot_per90,g_per_sh,crosses_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,season_end_year,us_position,us_minutes,npxg,xg,xa,np_goals,goals_us,key_passes,shots_us,xg_chain,xg_buildup,npxg_per90,xa_per90,npxg_xa_per90,key_passes_per90,key_passes_per100,goals_minus_npxg,goals_minus_npxg_per90,npxg_per_shot,in_bundesliga,crosses_per90_z,fouls_drawn_per90_z,sot_per90_z,npxg_xa_per90_z,winger_score,likely_winger,side_review,sofifa_player_id,fc_overall,fc_potential,fc_age,fc_value_eur,fc_pos,fifa_edition,sofifa_update,sofifa_version_id
ENG-Premier League,Joelinton,Newcastle United,2425,"MF,FW",27,2393,26.6,0.15,0.11,0.26,1.69,0.53,0.09,0.6015037593984962,1.2781954887218046,2.180451127819549,0.2631578947368421,2025,F M,2435.0,4.270817156881094,4.270817156881094,2.4919691011309624,4.0,4.0,23.0,45.0,16.40742952376604,11.303140779957175,0.1578536115479665,0.0921056341280437,0.2499592456760102,0.8501026694045174,0.944558521560575,-0.270817156881094,-0.010009669042833,0.0949070479306909,False,-0.7533831991949008,-0.1494744314433125,-0.8173212028324363,-0.9157387328454112,-0.6589793915790152,False,,,,,,,,,,
ENG-Premier League,Joelinton,Newcastle United,1920,"FW,MF",22,2683,29.8,0.07,0.07,0.13,1.68,0.5,0.04,0.1677852348993288,1.308724832214765,1.0738255033557047,0.6711409395973155,2020,F M S,2722.0,6.031044367700815,6.031044367700815,3.1011656122282147,2.0,2.0,29.0,50.0,12.042092223651707,4.822177573107183,0.1994099901150159,0.1025367028290004,0.3019466929440164,0.958853783982366,1.06539309331374,-4.031044367700815,-0.1332821429438183,0.1206208873540163,False,-0.9937858996202726,-0.1028246486460957,-0.8870736624844567,-0.6685424193871431,-0.663056657534492,False,,,,,,,,,,
GER-Bundesliga,Fredrik Jensen,Augsburg,2223,"FW,MF",24,924,10.3,0.19,0.1,0.29,1.07,0.29,0.18,2.912621359223301,0.6796116504854368,1.4563106796116505,0.2912621359223301,2023,D F M S,919.0,1.9105474883690476,1.9105474883690476,0.9806190077215432,2.0,2.0,13.0,11.0,2.7763356287032366,1.3780555166304111,0.1871047594703093,0.096034505652817,0.2831392651231264,1.2731229597388467,1.4145810663764962,0.0894525116309523,0.0087603112587439,0.173686135306277,True,0.5276294406042871,-1.0641290831586228,-1.3753408800485991,-0.7579702922155445,-0.6674527037046198,False,,234889.0,70.0,75.0,24.0,2400000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Mahmoud Dahoud,Dortmund,2021,MF,24,1258,14.0,0.07,0.07,0.14,1.14,0.36,0.06,0.5714285714285714,1.3571428571428572,1.9285714285714288,0.0,2021,,,,,,,,,,,,,,,,,,,,True,-0.7700533573628497,-0.0288404063420798,-1.2125851408605517,,-0.6704929681884938,False,,218339.0,76.0,81.0,24.0,11500000.0,CM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Florian Grillitsch,Hoffenheim,1819,MF,22,2394,26.6,0.0,0.11,0.11,1.2,0.38,0.0,0.6015037593984962,1.7669172932330826,1.5789473684210529,0.0,2019,D M S,2400.0,1.1982432939112186,1.1982432939112186,2.95710670016706,0.0,0.0,27.0,32.0,16.875587731599808,13.906853836029768,0.0449341235216707,0.1108915012562647,0.1558256247779354,1.0125,1.125,-1.1982432939112186,-0.0449341235216707,0.0374451029347255,True,-0.7533831991949008,0.5973076287071751,-1.166083501092538,-1.3633368604957885,-0.6713739830190131,False,,228336.0,76.0,82.0,22.0,10500000.0,CM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Mathias Honsak,Darmstadt 98,2324,"MF,FW",26,1021,11.3,0.09,0.09,0.18,2.03,0.53,0.04,0.8849557522123893,0.9734513274336284,1.238938053097345,0.2654867256637168,2024,,,,,,,,,,,,,,,,,,,,True,-0.5962706465500718,-0.6151329522723439,-0.8173212028324363,,-0.6762416005516173,False,,232156.0,70.0,71.0,26.0,1900000.0,LM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Jakub Kamiński,Wolfsburg,2425,"MF,DF",22,1130,12.6,0.0,0.16,0.16,1.19,0.24,0.0,4.126984126984127,0.2380952380952381,0.7936507936507937,0.0,2025,,,,,,,,,,,,,,,,,,,,True,1.2007297860480104,-1.7387798415071714,-1.4915949794686332,,-0.6765483449759314,False,,252495.0,73.0,81.0,22.0,7000000.0,LM,FC 25,"Aug 7, 2024",250001.0
ITA-Serie A,Rômulo,Brescia,1920,MF,32,1723,19.1,0.05,0.16,0.21,0.89,0.37,0.06,1.93717277486911,1.256544502617801,1.413612565445026,0.4188481675392669,2020,M S,1749.0,1.790924208238721,1.790924208238721,1.3911909190937877,1.0,1.0,17.0,17.0,6.933941872790456,4.271012082695961,0.0921573349007918,0.0715878689070559,0.1637452038078477,0.8747855917667239,0.9719839908519152,-0.7909242082387209,-0.0406993589145139,0.1053484828375718,False,-0.0130448920764325,-0.1825578090577119,-1.1893343209765448,-1.3256798712952331,-0.6776542233514806,False,,,,,,,,,,
GER-Bundesliga,Levin Öztunalı,Mainz 05,2021,"MF,DF",24,758,8.4,0.12,0.24,0.36,0.71,0.36,0.17,2.619047619047619,0.5952380952380952,0.9523809523809524,0.4761904761904761,2021,,,,,,,,,,,,,,,,,,,,True,0.3649065779050116,-1.193054489858738,-1.2125851408605517,,-0.6802443509380928,False,,213134.0,73.0,76.0,24.0,4200000.0,RM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Florian Neuhaus,Gladbach,2223,MF,25,1405,15.6,0.06,0.0,0.06,1.79,0.38,0.04,0.4487179487179487,1.3461538461538465,0.6410256410256411,0.1282051282051282,2023,,,,,,,,,,,,,,,,,,,,True,-0.8380697398878468,-0.04563195562357,-1.166083501092538,,-0.6832617322013183,False,,234943.0,80.0,84.0,25.0,29000000.0,CM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Florian Neuhaus,Gladbach,2526,"MF,FW",28,930,10.3,0.0,0.1,0.1,2.13,0.58,0.0,0.8737864077669902,0.8737864077669902,0.8737864077669902,0.0,2026,,,,,,,,,,,,,,,,,,,,True,-0.6024616216064305,-0.7674240376021928,-0.7010671034124025,,-0.690317587540342,False,,234943.0,75.0,75.0,28.0,5500000.0,CM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Eren Dinkçi,Heidenheim,2526,"MF,FW",23,1131,12.6,0.24,0.08,0.32,1.99,0.72,0.12,1.746031746031746,0.3174603174603174,0.7142857142857143,0.0,2026,,,,,,,,,,,,,,,,,,,,True,-0.1189910689146192,-1.6175075411408528,-0.3755556250363075,,-0.7040180783639265,False,,,,,,,,,,
GER-Bundesliga,Matthew Hoppe,Schalke 04,2021,FW,19,1305,14.5,0.41,0.07,0.48,1.45,0.55,0.29,0.3448275862068966,1.103448275862069,1.4482758620689655,0.5517241379310345,2021,F S,1315.0,3.4485140815377235,3.4485140815377235,0.7646889947354794,6.0,6.0,8.0,20.0,4.6318444237113,0.5462505016475916,0.2360199751622776,0.0523361289172571,0.2883561040795348,0.5475285171102662,0.6083650190114068,2.5514859184622765,0.1746264126704219,0.1724257040768861,True,-0.8956543766627414,-0.4164935871682085,-0.7708195630644227,-0.7331646241995412,-0.7040330377737285,False,,,,,,,,,,
GER-Bundesliga,Florian Grillitsch,Hoffenheim,2021,"MF,DF",24,1879,20.9,0.1,0.05,0.14,0.96,0.43,0.1,0.6220095693779905,1.4832535885167466,1.4354066985645937,0.0,2021,D F M S,1892.0,2.144049392081797,2.144049392081797,1.8991437014192345,2.0,2.0,16.0,20.0,11.27082690782845,8.603483263403177,0.1019896645282038,0.0903398166637056,0.1923294811919095,0.7610993657505285,0.8456659619450317,-0.1440493920817971,-0.0068522438093878,0.1072024696040898,True,-0.7420171822622081,0.1638606986897595,-1.0498294016725045,-1.189763830721395,-0.7044374289915869,False,,228336.0,78.0,83.0,24.0,21000000.0,CM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Mario Götze,Frankfurt,2526,MF,33,886,9.8,0.0,0.0,0.0,0.51,0.0,0.0,2.2448979591836733,1.2244897959183672,0.9183673469387754,0.1020408163265306,2026,,,,,,,,,,,,,,,,,,,,True,0.1575218721251697,-0.2315383940972126,-2.049614656684796,,-0.7078770595522795,False,,192318.0,82.0,82.0,33.0,18500000.0,CM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Marius Wolf,Augsburg,2425,MF,29,2144,23.8,0.04,0.13,0.17,0.5,0.08,0.08,4.7478991596638656,0.5882352941176471,0.7983193277310924,0.1680672268907563,2025,D M S,2201.0,0.7761038243770599,0.7761038243770599,3.1656010914593935,1.0,1.0,44.0,12.0,5.200451772660017,3.870687685906887,0.0317352767805249,0.1294430250937507,0.1611783018742757,1.7991821899136755,1.9990913221263065,0.22389617562294,0.0091552275356949,0.0646753186980883,True,1.5448922835186567,-1.2037549869498836,-1.8636080976127416,-1.3378852925715805,-0.7150890234038874,False,,,,,,,,,,
GER-Bundesliga,Romano Schmid,Werder Bremen,2021,"MF,FW",20,1177,13.1,0.0,0.23,0.23,1.38,0.23,0.0,1.2213740458015268,1.6030534351145038,1.3740458015267176,0.4580152671755725,2021,F M S,1182.0,0.626795805990696,0.626795805990696,1.530704390257597,0.0,0.0,16.0,18.0,3.911596653982997,2.4249870032072067,0.0477255689840631,0.1165510957048931,0.1642766646889563,1.218274111675127,1.353637901861252,-0.626795805990696,-0.0477255689840631,0.0348219892217053,True,-0.409799786573051,0.34691857624333,-1.51484579935264,-1.323152815679672,-0.7252199563405082,False,,239701.0,67.0,79.0,20.0,2400000.0,CM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Danny da Costa,Eintracht Frankfurt,1819,"MF,DF",25,3033,33.7,0.06,0.12,0.18,,,,,,,,2019,D F M,3036.0,3.94845887646079,3.94845887646079,5.811638745479286,2.0,2.0,33.0,21.0,13.933870056644082,6.6535599287599325,0.1170491761796677,0.1722817809924689,0.2893309571721366,0.9782608695652174,1.0869565217391304,-1.9484588764607904,-0.0577606386302605,0.1880218512600376,True,,,,-0.7285292727191683,-0.7285292727191683,False,,202429.0,75.0,78.0,24.0,7000000.0,RB,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Janik Haberer,Freiburg,1920,"MF,FW",25,1721,19.1,0.1,0.1,0.21,0.68,0.21,0.15,0.6282722513089005,1.9895287958115184,1.7801047120418847,0.0,2020,D F M S,1725.0,0.6445356970652938,0.6445356970652938,1.5322561990469694,2.0,2.0,18.0,13.0,6.214112728834152,4.896367430686951,0.0336279494121022,0.0799438016894071,0.1135717511015093,0.9391304347826086,1.0434782608695654,1.3554643029347062,0.0707198766748542,0.0495796690050226,True,-0.738545885642276,0.9374649021788634,-1.5613474391206534,-1.564250780125227,-0.7316698006773232,False,,211879.0,75.0,78.0,25.0,8000000.0,CM,FIFA 20,"Aug 20, 2019",200001.0
GER-Bundesliga,Denis Huseinbasic,Köln,2223,"MF,FW",21,791,8.8,0.46,0.11,0.57,1.82,0.46,0.25,1.3636363636363635,0.7954545454545454,1.5909090909090908,0.0,2023,,,,,,,,,,,,,,,,,,,,True,-0.3309462365298294,-0.8871175502982526,-0.9800769420204838,,-0.7327135762828553,False,,269922.0,63.0,74.0,20.0,1000000.0,CM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Philipp Max,Eintracht Frankfurt,2324,"MF,DF",29,1350,15.0,0.07,0.13,0.2,0.53,0.13,0.13,4.066666666666666,0.6,0.4666666666666667,0.1333333333333333,2024,D S,1388.0,0.1792451674118638,0.1792451674118638,2.8603504225611687,1.0,1.0,20.0,8.0,6.712096985429525,4.350963208824396,0.011622525264458,0.1854694078029576,0.1970919330674156,1.296829971181556,1.440922190201729,0.8207548325881362,0.0532189732946197,0.0224056459264829,True,1.16729685772229,-1.185778151836759,-1.7473539981927078,-1.1671187383286388,-0.7332385076589538,False,,212187.0,78.0,78.0,29.0,12500000.0,LWB,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Janik Haberer,Freiburg,1819,MF,24,2340,26.0,0.04,0.12,0.15,1.0,0.19,0.04,0.7692307692307693,1.8076923076923077,1.8461538461538465,0.1153846153846153,2019,M S,2347.0,1.039670778438449,1.039670778438449,3.1975245513021946,1.0,1.0,46.0,26.0,8.09823670051992,5.037819527089596,0.039868074162531,0.122614916752108,0.162482990914639,1.7639539838091178,1.9599488708990205,-0.0396707784384489,-0.0015212484275502,0.039987337632248,True,-0.6604150094121082,0.6596131141990208,-1.6078490788886668,-1.331681596526945,-0.7350831426571748,False,,211879.0,74.0,78.0,24.0,7000000.0,CM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Linton Maina,Hannover 96,1819,"MF,FW",19,1414,15.7,0.06,0.19,0.25,1.34,0.19,0.05,1.7197452229299364,0.9554140127388536,0.7006369426751593,0.0636942675159235,2019,D F M S,1444.0,1.853275192901492,1.853275192901492,3.2777995858341455,1.0,1.0,15.0,21.0,5.677374079823494,1.489043191075325,0.1155088416628353,0.2042949880367542,0.3198038296995896,0.9349030470914128,1.0387811634349031,-0.8532751929014921,-0.0531819718567412,0.0882511996619758,True,-0.1335612354662236,-0.6426945280052222,-1.6078490788886668,-0.5836331074884148,-0.7419344874621319,False,,242997.0,65.0,80.0,19.0,1200000.0,CAM,FIFA 19,"Aug 21, 2018",190002.0
GER-Bundesliga,Steffen Tigges,Köln,2223,FW,24,1596,17.7,0.34,0.06,0.39,1.97,0.68,0.17,0.8474576271186441,0.6214689265536724,0.6214689265536724,0.5649717514124294,2023,,,,,,,,,,,,,,,,,,,,True,-0.6170552107875211,-1.152972966856311,-0.4685589045723344,,-0.7461956940720554,False,,238656.0,68.0,73.0,23.0,1800000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Dani de Wit,Bochum,2425,"MF,FW",26,1153,12.8,0.16,0.08,0.23,1.56,0.55,0.1,0.625,0.9375,1.875,0.625,2025,F M S,1131.0,2.942672602832318,2.942672602832318,0.4057057108730078,2.0,2.0,9.0,20.0,4.026078104972839,1.7941139079630375,0.2341649286073462,0.0322842740747751,0.2664492026821213,0.7161803713527851,0.7957559681697612,-0.9426726028323174,-0.0750137349733939,0.1471336301416158,True,-0.7403596381261905,-0.6700676945289892,-0.7708195630644227,-0.8373302555069866,-0.7546442878066473,False,,239361.0,74.0,76.0,26.0,5000000.0,CAM,FC 25,"Aug 7, 2024",250001.0
ENG-Premier League,Nick Woltemade,Newcastle,2526,"FW,MF",23,1902,21.1,0.33,0.14,0.47,1.51,0.62,0.22,0.1421800947867298,0.947867298578199,0.947867298578199,0.3791469194312796,2026,,,,,,,,,,,,,,,,,,,,False,-1.0079783873286243,-0.6542261410747399,-0.6080638238763753,,-0.7567561174265798,False,,,,,,,,,,
ENG-Premier League,Niclas Füllkrug,West Ham United,2425,FW,31,790,8.8,0.34,0.23,0.57,1.82,0.8,0.19,0.1136363636363636,0.6818181818181818,2.386363636363636,1.1363636363636362,2025,,,,,,,,,,,,,,,,,,,,False,-1.0237996853852098,-1.0607574349136633,-0.189549065964253,,-0.758035395421042,False,,,,,,,,,,
GER-Bundesliga,Lee Jae-sung,Mainz 05,2526,"MF,FW",32,2185,24.3,0.16,0.08,0.25,1.24,0.37,0.13,1.2757201646090537,0.9053497942386832,0.7818930041152263,0.3703703703703703,2026,,,,,,,,,,,,,,,,,,,,True,-0.3796766698948917,-0.7191942050940489,-1.1893343209765448,,-0.7627350653218284,False,,,,,,,,,,
GER-Bundesliga,Nils Petersen,Freiburg,2021,FW,31,1301,14.5,0.48,0.0,0.48,2.35,0.83,0.21,0.3448275862068966,0.2758620689655172,0.9655172413793104,0.4137931034482758,2021,F S,1268.0,4.6712500005960464,5.429026521742344,0.4524695016443729,7.0,8.0,10.0,34.0,5.773870201781392,1.8594335988163948,0.3315555994113913,0.032115343176651,0.3636709425880424,0.7097791798107256,0.7886435331230284,2.3287499994039536,0.1652898264561166,0.1373897058998837,True,-0.8956543766627414,-1.6810709537466475,-0.1197966063122328,-0.3750483594783575,-0.7678925740499948,False,,183580.0,76.0,76.0,31.0,6500000.0,ST,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Václav Černý,Wolfsburg,2324,"MF,FW",25,921,10.2,0.39,0.1,0.49,1.95,0.49,0.2,3.235294117647059,0.0,0.8823529411764707,0.3921568627450981,2024,,,,,,,,,,,,,,,,,,,,True,0.706481387424751,-2.102596742606127,-0.9103244823684636,,-0.7688132791832798,False,,216860.0,76.0,79.0,25.0,10000000.0,RW,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Simon Zoller,Bochum,2223,"FW,MF",31,1457,16.2,0.19,0.12,0.31,1.91,0.62,0.1,1.0493827160493827,0.4938271604938272,1.1728395061728396,0.4320987654320988,2023,F M S,1481.0,4.253587335348129,4.253587335348129,0.8861771766096354,3.0,3.0,11.0,31.0,5.685781069099903,0.9288454409688712,0.2584894396902982,0.0538527656278644,0.3123422053181626,0.6684672518568535,0.7427413909520594,-1.2535873353481293,-0.0761801891838836,0.1372124946886493,True,-0.5051316153666479,-1.3480135403268116,-0.6080638238763753,-0.6191125575562432,-0.7700803842815195,False,,202276.0,73.0,73.0,31.0,2600000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Danny da Costa,Mainz 05,2324,"MF,DF",30,830,9.2,0.0,0.11,0.11,0.65,0.11,0.0,4.347826086956522,0.4347826086956522,0.7608695652173914,0.0,2024,D S,831.0,0.2220892691984772,0.2220892691984772,1.5813138987869024,0.0,0.0,9.0,6.0,2.93437541089952,1.2424132823944092,0.0240529894438784,0.1712614330816139,0.1953144225254924,0.9747292418772564,1.083032490974729,-0.2220892691984772,-0.0240529894438784,0.0370148781997462,True,1.323138676943095,-1.4382354449471646,-1.7938556379607211,-1.1755706642489765,-0.7711307675534418,False,,202429.0,74.0,74.0,29.0,3700000.0,RWB,FC 24,"Aug 11, 2023",240001.0
ENG-Premier League,Daichi Kamada,Crystal Palace,2425,MF,27,1564,17.4,0.0,0.0,0.0,1.15,0.23,0.0,1.8390804597701151,1.206896551724138,1.6091954022988506,0.1149425287356322,2025,M S,1527.0,0.9768787622451782,0.9768787622451782,1.8320643100887537,0.0,0.0,20.0,20.0,8.12018227763474,6.361981469206512,0.0575763514093425,0.1079802147400051,0.1655565661493476,1.1787819253438114,1.309757694826457,-0.9768787622451782,-0.0575763514093425,0.0488439381122589,False,-0.0674157711344703,-0.2584214163459034,-1.51484579935264,-1.317066982671416,-0.7894374923761074,False,,,,,,,,,,
GER-Bundesliga,Matúš Bero,Bochum,2324,"MF,FW",27,1661,18.5,0.05,0.05,0.11,1.63,0.33,0.03,0.8108108108108109,1.0810810810810811,2.108108108108108,0.2702702702702703,2024,,,,,,,,,,,,,,,,,,,,True,-0.6373679092422827,-0.4506713538324906,-1.2823376005125722,,-0.7901256211957818,False,,235297.0,70.0,71.0,27.0,1800000.0,CAM,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Fabian Johnson,Gladbach,1819,"DF,FW",30,1012,11.2,0.09,0.0,0.09,0.27,0.18,0.33,0.7142857142857143,1.3392857142857144,0.3571428571428571,0.2678571428571428,2019,,,,,,,,,,,,,,,,,,,,True,-0.690870106065092,-0.0561266739245013,-1.6310998987726737,,-0.7926988929207557,False,,177159.0,77.0,77.0,30.0,8500000.0,LM,FIFA 19,"Aug 21, 2018",190002.0
ENG-Premier League,Wout Weghorst,Manchester Utd,2223,"FW,MF",29,797,8.9,0.0,0.11,0.11,1.58,0.56,0.0,0.0,1.0112359550561798,1.5730337078651684,0.5617977528089887,2023,,,,,,,,,,,,,,,,,,,,False,-1.0867863625538807,-0.5573968705229222,-0.7475687431804159,,-0.7972506587524063,False,,,,,,,,,,
GER-Bundesliga,Romano Schmid,Werder Bremen,2223,"MF,FW",22,1520,16.9,0.06,0.18,0.24,1.07,0.18,0.06,1.183431952662722,1.3609467455621302,0.9467455621301776,0.1183431952662722,2023,F M S,1509.0,1.517536404542625,1.517536404542625,1.95889806561172,1.0,1.0,23.0,18.0,7.789045225828886,4.613580694422126,0.090509129495584,0.1168328866170012,0.2073420161125852,1.371769383697813,1.5241882041086812,-0.517536404542625,-0.0308669823782877,0.0843075780301458,True,-0.4308304346434614,-0.0230279469754101,-1.6310998987726737,-1.118380381772203,-0.800834665540937,False,,239701.0,72.0,79.0,22.0,4800000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Weston McKennie,Schalke 04,1819,"MF,DF",19,1746,19.4,0.05,0.21,0.26,1.34,0.52,0.04,0.5670103092783506,0.8762886597938145,1.752577319587629,0.2577319587628866,2019,D F M S,1745.0,2.5948123880662024,2.5948123880662024,2.6083775963634253,1.0,1.0,19.0,25.0,5.798862364143133,3.1639590011909604,0.133829865287082,0.1345295035373686,0.2683593688244507,0.979942693409742,1.0888252148997135,-1.5948123880662024,-0.0822539340549903,0.103792495522648,True,-0.7725023238978319,-0.7636005189738881,-0.840572022716443,-0.8282475624091239,-0.8012306069993218,False,,238744.0,72.0,85.0,19.0,6000000.0,CM,FIFA 19,"Aug 21, 2018",190002.0
ENG-Premier League,Jadon Sancho,Chelsea,2425,MF,24,1764,19.6,0.15,0.2,0.36,1.22,0.41,0.13,1.2244897959183672,0.5612244897959183,0.3061224489795918,0.3061224489795918,2025,M S,1760.0,2.4174315705895424,2.4174315705895424,4.314331844449043,3.0,3.0,39.0,24.0,10.85904686525464,5.599680565297604,0.1236186598596925,0.2206192420456897,0.3442379019053821,1.9943181818181817,2.215909090909091,0.5825684294104576,0.0297904310493983,0.1007263154412309,False,-0.4080727800016714,-1.2450283328728746,-1.096331041440518,-0.4674509733492344,-0.8042207819160746,False,,,,,,,,,,
ESP-La Liga,Oliver Burke,Alavés,1920,"MF,FW",22,1429,15.9,0.06,0.13,0.19,1.32,0.5,0.05,1.069182389937107,0.6918238993710691,1.1949685534591197,0.0628930817610062,2020,,,,,,,,,,,,,,,,,,,,False,-0.4941569974951906,-1.045468388469539,-0.8870736624844567,,-0.8088996828163956,False,,,,,,,,,,
GER-Bundesliga,Marius Wolf,Dortmund,2324,DF,28,1166,13.0,0.0,0.08,0.08,0.69,0.08,0.0,3.230769230769231,0.5384615384615384,0.9230769230769232,0.0769230769230769,2024,,,,,,,,,,,,,,,,,,,,True,0.7039733206415641,-1.2798108278131044,-1.8636080976127416,,-0.8131485349280941,False,,224425.0,78.0,78.0,28.0,12500000.0,RB,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Wilfried Kanga,Hertha BSC,2223,FW,24,1417,15.7,0.13,0.0,0.13,1.59,0.57,0.08,0.5095541401273885,0.7643312101910829,1.1464968152866242,0.7006369426751593,2023,,,,,,,,,,,,,,,,,,,,True,-0.8043492878612416,-0.9346749709254032,-0.7243179232964093,,-0.8211140606943514,False,,239589.0,68.0,75.0,24.0,2400000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Carney Chukwuemeka,Dortmund,2526,"MF,FW",21,919,10.2,0.2,0.0,0.2,1.76,0.2,0.11,0.0980392156862745,1.4705882352941178,1.0784313725490198,0.0,2026,,,,,,,,,,,,,,,,,,,,True,-1.0324449155848314,0.1445076465344814,-1.58459825900466,,-0.82417850935167,False,,,,,,,,,,
GER-Bundesliga,Marcel Sabitzer,Dortmund,2526,MF,31,1817,20.2,0.05,0.1,0.15,0.99,0.2,0.05,1.831683168316832,0.8415841584158417,0.99009900990099,0.1485148514851485,2026,,,,,,,,,,,,,,,,,,,,True,-0.071515962250947,-0.8166300723850659,-1.58459825900466,,-0.8242480978802244,False,,204923.0,80.0,80.0,31.0,15000000.0,CDM,FC 26,"Aug 7, 2025",260001.0
GER-Bundesliga,Danny Latza,Schalke 04,2223,MF,32,853,9.5,0.0,0.11,0.11,1.69,0.21,0.0,2.1052631578947367,1.1578947368421053,1.368421052631579,0.0,2023,M S,827.0,0.911188654601574,0.911188654601574,0.2813880555331707,0.0,0.0,4.0,16.0,1.7259758412837982,0.9968359656631948,0.0991620059421301,0.0306226420773704,0.1297846480195006,0.4353083434099153,0.4836759371221281,-0.911188654601574,-0.0991620059421301,0.0569492909125983,True,0.0801247092025493,-0.3332977077880479,-1.5613474391206534,-1.487159702197406,-0.8254200349758896,False,,189410.0,72.0,72.0,32.0,1800000.0,CM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Luka Jović,Eintracht Frankfurt,2021,FW,22,894,9.9,0.4,0.1,0.5,2.52,0.6,0.16,0.202020202020202,0.8080808080808081,1.3131313131313131,0.303030303030303,2021,,,,,,,,,,,,,,,,,,,,True,-0.9748100475873548,-0.8678242297854292,-0.654565463644389,,-0.8323999136723909,False,,,,,,,,,,
GER-Bundesliga,Danny Latza,Mainz 05,1920,MF,29,1373,15.3,0.0,0.13,0.13,1.05,0.2,0.0,0.6535947712418301,1.437908496732026,2.679738562091503,0.0,2020,M S,1383.0,1.115903390571475,1.115903390571475,2.0376848094165325,0.0,0.0,20.0,16.0,5.260854614898562,3.0986421182751656,0.072618441902699,0.1326042175325292,0.2052226594352282,1.3015184381778742,1.4461315979754157,-1.115903390571475,-0.072618441902699,0.0697439619107171,True,-0.7245100494268845,0.0945719934424677,-1.58459825900466,-1.1284577597754926,-0.8357485186911424,False,,189410.0,77.0,77.0,29.0,8500000.0,CM,FIFA 20,"Aug 20, 2019",200001.0
ITA-Serie A,Daichi Kamada,Lazio,2324,MF,26,1544,17.2,0.12,0.12,0.23,1.69,0.47,0.07,0.6395348837209303,0.7558139534883721,2.2674418604651163,0.1162790697674418,2024,M S,1552.0,1.770090764388442,1.770090764388442,3.275326691567898,2.0,2.0,24.0,29.0,9.194597266614435,6.055140949785709,0.1026470159761338,0.1899351818563858,0.2925821978325197,1.3917525773195878,1.5463917525773196,0.2299092356115579,0.013332365467165,0.0610376125651186,False,-0.7323032026743839,-0.9476896030710702,-0.9568261221364772,-0.7130698734286222,-0.8374722003276384,False,,,,,,,,,,
GER-Bundesliga,Martijn Kaars,St Pauli,2526,FW,26,1348,15.0,0.13,0.07,0.2,1.54,0.67,0.09,1.0,0.4,0.5333333333333333,0.2666666666666666,2026,,,,,,,,,,,,,,,,,,,,True,-0.5325036034695765,-1.4913843487598817,-0.4918097244563412,,-0.8385658922285998,False,,,,,,,,,,
ENG-Premier League,Jadon Sancho,Manchester Utd,2223,MF,22,1686,18.7,0.32,0.16,0.48,1.12,0.59,0.29,0.9625668449197862,0.5347593582887701,0.4812834224598931,0.427807486631016,2023,,,,,,,,,,,,,,,,,,,,False,-0.5532521559486681,-1.285467873827724,-0.6778162835283957,,-0.8388454377682626,False,,,,,,,,,,
GER-Bundesliga,Florian Wirtz,Leverkusen,2021,MF,17,2224,24.7,0.2,0.24,0.45,1.25,0.61,0.16,0.7692307692307693,0.5668016194331984,1.0121457489878545,0.2834008097165992,2021,,,,,,,,,,,,,,,,,,,,True,-0.6604150094121082,-1.2365063059818926,-0.631314643760382,,-0.8427453197181277,False,,256630.0,68.0,88.0,17.0,3300000.0,CAM,FIFA 21,"Aug 24, 2020",210001.0
